,avg_theta,avg_alpha,avg_theta_dot,avg_alpha_dot,max_theta,max_alpha,max_theta_dot,max_alpha_dot,sum_action,time_up,hit constraints,reward,successful,overshoot,rise_time,settling_time
70,0.6583995223045349,2.7435967922210693,5.515069007873535,-1.6887620687484741,1.5427818298339844,3.127509355545044,7.672749042510986,2.8435332775115967,34,0,True,-81.56231834143217,False,,,
71,0.5983353853225708,2.65836501121521,5.0798420906066895,-1.5627886056900024,1.5383458137512207,3.1413235664367676,8.962637901306152,0.5011959671974182,37,0,True,-81.23681801596794,False,,,
72,0.9485237002372742,0.8271157741546631,2.9877827167510986,1.528455376625061,1.5586283206939697,3.1362130641937256,6.7539567947387695,12.580669403076172,108,0,True,-66.34148763329185,False,,,
73,0.6430745124816895,2.73510479927063,5.830602645874023,-2.424424648284912,1.5501543283462524,3.1381523609161377,8.551403999328613,0.796525239944458,27,0,True,-82.34336421523005,False,,,
74,0.6452725529670715,2.7166261672973633,5.490600109100342,-1.974118947982788,1.5528264045715332,3.1354081630706787,8.106372833251953,2.956855297088623,32,0,True,-80.73395740081196,False,,,
75,0.5990777611732483,2.4627017974853516,5.7284321784973145,-2.8441667556762695,1.5438008308410645,3.137812376022339,8.267782211303711,0.8953534364700317,28,0,True,-81.93734625376702,False,,,
76,0.6421864032745361,2.75673246383667,5.6949076652526855,-2.115471839904785,1.5403666496276855,3.1367392539978027,8.971620559692383,0.48743441700935364,26,0,True,-82.46912397793083,False,,,
77,0.6124585866928101,2.7834537029266357,5.011670112609863,-1.6005533933639526,1.5701168775558472,3.138913631439209,7.710137844085693,3.0287723541259766,42,0,True,-80.04986363763592,False,,,
78,0.6377274394035339,2.4792404174804688,6.6226277351379395,-3.526604175567627,1.5687650442123413,3.1389780044555664,9.70068359375,0.0021850401535630226,13,0,True,-83.4019843534428,False,,,
79,0.6535258293151855,2.4097952842712402,6.306005477905273,-2.788677453994751,1.5605915784835815,3.1357316970825195,9.931917190551758,-0.013339159078896046,17,0,True,-83.0039212865195,False,,,
80,0.6925057172775269,2.4956469535827637,5.3497209548950195,-1.482417106628418,1.5530900955200195,3.1410722732543945,7.1500349044799805,3.4779601097106934,37,0,True,-81.39503523589103,False,,,
81,0.6523705720901489,2.3599557876586914,6.5105133056640625,-3.4815146923065186,1.5458048582077026,3.1377923488616943,8.677816390991211,0.26153630018234253,17,0,True,-83.23337616651938,False,,,
82,0.5803477764129639,2.781606435775757,5.525313854217529,-2.3392388820648193,1.5528308153152466,3.129446268081665,9.816603660583496,0.009661536663770676,26,0,True,-81.84608086963429,False,,,
83,0.5552030205726624,2.1122994422912598,5.737663269042969,-3.1265017986297607,1.5674556493759155,3.1400983333587646,9.298198699951172,0.5862985849380493,23,0,True,-81.62384967338637,False,,,
84,0.6545127630233765,2.6894497871398926,6.311690807342529,-2.822913885116577,1.541391134262085,3.1272313594818115,8.598289489746094,0.7428754568099976,19,0,True,-82.96874168268064,False,,,
85,0.629004180431366,2.7612574100494385,5.855118751525879,-2.4783177375793457,1.5484528541564941,3.136420488357544,10.28926944732666,0.0037231745664030313,20,0,True,-82.98303877419468,False,,,
86,0.5566955804824829,2.8173046112060547,5.209438800811768,-1.9421498775482178,1.559700608253479,3.1336073875427246,10.730765342712402,0.6242160797119141,30,0,True,-81.17172115606257,False,,,
87,0.6414399743080139,2.755302667617798,5.681922912597656,-1.9773365259170532,1.5409718751907349,3.1386377811431885,9.780134201049805,0.5725216865539551,25,0,True,-82.19351465881118,False,,,
88,0.699891984462738,2.492795705795288,6.052855014801025,-2.4193596839904785,1.5608938932418823,3.1412887573242188,8.170247077941895,1.9094955921173096,23,0,True,-82.29813812660375,False,,,
89,0.6496950387954712,2.5852506160736084,5.572983264923096,-1.7744771242141724,1.5516752004623413,3.1380958557128906,8.40079116821289,1.4136868715286255,31,0,True,-81.85557360837299,False,,,
90,0.6437776684761047,2.7458980083465576,5.571602821350098,-1.8609340190887451,1.540022611618042,3.122446298599243,8.429670333862305,1.4774895906448364,30,0,True,-81.78427331557717,False,,,
91,0.6637506484985352,2.357943534851074,6.459168910980225,-3.3797755241394043,1.5390149354934692,3.140477418899536,8.677573204040527,0.4396427869796753,16,0,True,-83.24875555101912,False,,,
92,0.6377060413360596,2.5680880546569824,5.1234331130981445,-1.368843913078308,1.5583770275115967,3.1366491317749023,8.434321403503418,1.5375207662582397,39,0,True,-81.27304816861584,False,,,
93,0.6046885848045349,2.7680885791778564,5.586578845977783,-2.219961166381836,1.5509467124938965,3.124788522720337,9.823281288146973,0.02185911126434803,25,0,True,-81.97907136197631,False,,,
94,0.6064266562461853,2.738071918487549,5.6749091148376465,-2.3903517723083496,1.5511400699615479,3.119992256164551,8.704375267028809,0.940527617931366,28,0,True,-81.70702050707828,False,,,
95,0.6225308775901794,1.9157627820968628,5.743618011474609,-2.498159408569336,1.5474321842193604,3.131082534790039,9.901928901672363,0.5421213507652283,22,0,True,-82.13043373824927,False,,,
96,0.5919439196586609,2.3621933460235596,5.938122749328613,-3.0650596618652344,1.5568166971206665,3.1396427154541016,9.292119026184082,-0.0007932437583804131,21,0,True,-82.47826544430534,False,,,
97,0.6400942206382751,2.327688217163086,6.924798488616943,-4.152069568634033,1.5381627082824707,3.137247323989868,9.879646301269531,-0.03354189544916153,7,0,True,-84.13433929876294,False,,,
98,0.6514737606048584,2.4685251712799072,6.486913204193115,-3.37345290184021,1.5409191846847534,3.1415534019470215,8.814325332641602,0.4132045805454254,19,0,True,-83.29731411994761,False,,,
99,0.6754092574119568,2.655585765838623,6.356743335723877,-3.02534818649292,1.553698182106018,3.1308751106262207,8.409501075744629,1.8662738800048828,21,0,True,-82.50517533911133,False,,,
100,0.6838136315345764,2.152301788330078,5.884146213531494,-2.376847743988037,1.563713788986206,3.1332573890686035,8.018489837646484,1.8313837051391602,26,0,True,-82.13958845323008,False,,,
101,0.603905975818634,2.3039658069610596,5.018681526184082,-1.8456827402114868,1.5539700984954834,3.1382880210876465,8.668967247009277,1.4558032751083374,36,0,True,-80.28161055112659,False,,,
102,0.6240259408950806,2.793146848678589,5.32079553604126,-1.4502817392349243,1.5390475988388062,3.1276912689208984,9.078458786010742,1.1260907649993896,33,0,True,-81.57297699030958,False,,,
103,0.6060612797737122,2.5718448162078857,5.202523708343506,-1.627630352973938,1.5357743501663208,3.1406357288360596,9.9072904586792,0.004440493881702423,34,0,True,-81.78502961120057,False,,,
104,0.633029043674469,2.671534299850464,6.63729190826416,-3.520704984664917,1.5367696285247803,3.129023790359497,8.828434944152832,0.0037623527459800243,15,0,True,-83.40733298887346,False,,,
105,0.6506904363632202,2.694035768508911,6.385560512542725,-3.287046194076538,1.5586607456207275,3.136855125427246,9.090965270996094,0.0349356047809124,16,0,True,-83.27076379802475,False,,,
106,0.6353334188461304,2.399648666381836,6.129261016845703,-2.975299596786499,1.5444978475570679,3.141122817993164,8.694167137145996,0.7209683060646057,20,0,True,-82.40461886484051,False,,,
107,0.6179144978523254,2.7024147510528564,6.327470302581787,-3.3020105361938477,1.5703294277191162,3.139563798904419,9.259369850158691,0.0016698401886969805,17,0,True,-82.72546860256999,False,,,
108,0.6086798906326294,2.7623848915100098,5.543047904968262,-2.118068218231201,1.5480815172195435,3.1364402770996094,8.809800148010254,0.6658912897109985,29,0,True,-81.64551571057041,False,,,
109,0.6947605013847351,2.686558485031128,5.904753684997559,-2.263660192489624,1.569706678390503,3.134916305541992,8.084268569946289,2.2622666358947754,25,0,True,-81.74826656034023,False,,,
110,0.6827507615089417,2.3568530082702637,5.750269412994385,-2.201907157897949,1.563206434249878,3.135929584503174,7.956764221191406,1.9969580173492432,28,0,True,-82.10580074226334,False,,,
111,0.7161664366722107,2.446946144104004,5.041342258453369,-0.918685257434845,1.5555568933486938,3.1381633281707764,7.0194597244262695,5.417814254760742,44,0,True,-80.57458265914339,False,,,
112,0.6847456097602844,2.192060947418213,6.09493350982666,-2.8550751209259033,1.5614854097366333,3.138984203338623,7.953257083892822,2.258200168609619,25,0,True,-82.41891667644191,False,,,
113,0.6524503231048584,2.762693405151367,5.579550743103027,-1.731879472732544,1.5580946207046509,3.1297216415405273,7.912391662597656,2.045642852783203,33,0,True,-81.87857333545772,False,,,
114,0.6204088926315308,2.8109281063079834,5.152984619140625,-1.407719612121582,1.5654017925262451,3.12896728515625,8.822608947753906,0.9104543328285217,39,0,True,-81.15095317199032,False,,,
115,0.6325845122337341,2.31087327003479,6.167505741119385,-2.944763660430908,1.5616883039474487,3.1345765590667725,8.495871543884277,0.9858667850494385,22,0,True,-82.17438383505235,False,,,
116,0.6278365254402161,2.5037004947662354,5.34933614730835,-1.963924765586853,1.5663639307022095,3.138652801513672,8.573953628540039,1.3998969793319702,32,0,True,-80.88815336020613,False,,,
117,0.6437481045722961,2.661902666091919,6.74489688873291,-3.6818439960479736,1.5485501289367676,3.124577283859253,9.061376571655273,0.014235618524253368,15,0,True,-83.57538187661383,False,,,
118,0.616640567779541,2.7851784229278564,5.338550090789795,-1.675135850906372,1.541327714920044,3.1127302646636963,8.379664421081543,1.1995378732681274,33,0,True,-81.61640707392706,False,,,
119,0.6894617676734924,2.2506465911865234,6.523223876953125,-3.1120152473449707,1.5685396194458008,3.1352789402008057,9.513947486877441,0.3135465979576111,14,0,True,-82.93634128484479,False,,,
120,0.5468957424163818,2.193631410598755,4.905925273895264,-1.961714506149292,1.5382040739059448,3.1372196674346924,9.17837142944336,-0.008356903679668903,37,0,True,-80.59784276983059,False,,,
121,0.6410819888114929,2.4094765186309814,6.194301605224609,-3.118037223815918,1.5508557558059692,3.1407182216644287,8.860724449157715,0.09379365295171738,19,0,True,-82.9195207662027,False,,,
122,0.6621876955032349,2.745506763458252,5.695483684539795,-1.9936667680740356,1.5559264421463013,3.1414549350738525,9.114720344543457,1.1517425775527954,26,0,True,-82.11067169304104,False,,,
123,0.5926532745361328,2.784376621246338,5.585082054138184,-2.1937944889068604,1.5633842945098877,3.130195140838623,10.041204452514648,0.018000764772295952,26,0,True,-81.96389048130979,False,,,
124,0.653445303440094,2.62075138092041,5.801403045654297,-2.3409507274627686,1.5428385734558105,3.140774726867676,8.674273490905762,1.234668254852295,24,0,True,-82.04163246427073,False,,,
125,0.6786693930625916,2.5752224922180176,5.5256452560424805,-1.8159270286560059,1.5687438249588013,3.1412696838378906,9.225153923034668,1.4605062007904053,28,0,True,-81.79600514967413,False,,,
126,0.6555649638175964,2.6920502185821533,6.328678131103516,-2.8149712085723877,1.551005244255066,3.121208906173706,8.932698249816895,0.40387284755706787,19,0,True,-83.0136374946489,False,,,
127,0.6356093287467957,2.67270827293396,6.604869365692139,-3.5727720260620117,1.5405855178833008,3.1312804222106934,9.316164016723633,0.01724115200340748,14,0,True,-83.42831710174877,False,,,
128,0.6063583493232727,2.7140164375305176,6.178300857543945,-3.5054678916931152,1.5615977048873901,3.1399478912353516,9.000433921813965,0.5997151732444763,18,0,True,-82.84737673553016,False,,,
129,0.625984787940979,2.695549488067627,6.305265426635742,-3.223731279373169,1.5388740301132202,3.1414225101470947,9.334006309509277,-0.0010617980733513832,16,0,True,-82.92643220964916,False,,,
130,0.7091549038887024,2.309567451477051,5.872930526733398,-2.2398855686187744,1.565701961517334,3.1333706378936768,8.473855018615723,5.083939075469971,35,0,True,-81.77171309181263,False,,,
131,0.6605964303016663,2.697336435317993,6.128482341766357,-2.7507989406585693,1.5612688064575195,3.138723611831665,9.459078788757324,0.6106215715408325,18,0,True,-82.57312705847798,False,,,
132,0.6130190491676331,2.727315902709961,6.035839557647705,-2.893723249435425,1.5347440242767334,3.136728286743164,9.647008895874023,0.6014881730079651,18,0,True,-82.85663554880001,False,,,
133,0.6446493864059448,2.693570613861084,6.1679368019104,-2.9524664878845215,1.5428128242492676,3.1321606636047363,8.091331481933594,1.5777291059494019,24,0,True,-82.70920140039264,False,,,
134,0.6227033734321594,2.699033260345459,6.301626682281494,-3.26210880279541,1.5459694862365723,3.1395933628082275,9.424750328063965,0.028656678274273872,16,0,True,-82.96512533336845,False,,,
135,0.5512701272964478,2.835026741027832,4.7136406898498535,-1.5174649953842163,1.5513557195663452,3.1381001472473145,9.426897048950195,0.6926354169845581,42,0,True,-79.80592180697124,False,,,
136,0.5739359259605408,2.2523090839385986,5.904994010925293,-3.0188655853271484,1.5572311878204346,3.140500545501709,9.482732772827148,1.2108122110366821,22,0,True,-81.78614826097376,False,,,
137,0.6730090379714966,2.726287364959717,5.047632217407227,-1.1892740726470947,1.561896800994873,3.140798330307007,7.43120813369751,2.7240118980407715,40,0,True,-81.36343375582948,False,,,
138,0.5525833964347839,1.96974778175354,5.572818756103516,-2.667876958847046,1.5591719150543213,3.1391713619232178,9.566278457641602,1.758495569229126,26,0,True,-81.39521715503105,False,,,
139,0.5600986480712891,2.4884719848632812,5.713870525360107,-2.7232840061187744,1.5564018487930298,3.1409530639648438,10.283854484558105,1.2027846574783325,21,0,True,-81.90157944109345,False,,,
140,0.6605006456375122,2.2366135120391846,5.257622241973877,-1.6740108728408813,1.555190920829773,3.141530752182007,7.210485935211182,4.250699996948242,39,0,True,-80.81162277824212,False,,,
141,0.6594338417053223,2.6161391735076904,5.929610252380371,-2.3969202041625977,1.5620989799499512,3.1408753395080566,8.26292896270752,1.5414018630981445,25,0,True,-81.98939204690771,False,,,
142,0.6718441843986511,2.440415382385254,5.248678207397461,-1.417186975479126,1.5571080446243286,3.1382064819335938,8.271154403686523,2.2538373470306396,35,0,True,-81.19628569158256,False,,,
143,0.6377929449081421,2.217198371887207,6.283956527709961,-3.216417074203491,1.5664602518081665,3.132378101348877,9.041051864624023,-0.025273412466049194,20,0,True,-83.00172748514734,False,,,
144,0.5666948556900024,2.250361204147339,5.337126731872559,-2.1532649993896484,1.557204246520996,3.1414754390716553,9.443354606628418,1.220078468322754,30,0,True,-80.6293931742506,False,,,
145,0.6131539940834045,2.354457139968872,5.327308177947998,-1.9373418092727661,1.5686540603637695,3.1413168907165527,8.788614273071289,1.1690666675567627,33,0,True,-81.19801939556612,False,,,
